month_of_service,daytype,daycount,route_or_line,ridership_total,ridership_average,ObjectId
2023/04/01 04:00:00+00,Total,30,Orange Line,2530301,84343,1174
2023/04/01 04:00:00+00,Total,30,Red Line,3141379,104713,1175
2023/04/01 04:00:00+00,Total,30,Heavy Rail,6897761,229925,1176
2023/04/01 04:00:00+00,Total,30,Green Line,3379047,112635,1177
2023/04/01 04:00:00+00,Total,30,Mattapan Line,75318,2511,1178
2023/04/01 04:00:00+00,Total,30,Light Rail,3454365,115146,1179
2023/04/01 04:00:00+00,Total,30,Silver Line,714204,23807,1180
2023/04/01 04:00:00+00,Total,30,Bus,6347726,211591,1181
2023/04/01 04:00:00+00,Total,30,Private Bus,56563,1885,1182
2023/04/01 04:00:00+00,Total,30,All Bus,7118493,237283,1183
2023/04/01 04:00:00+00,Total,30,Commuter Rail,2075362,69179,1184
2023/04/01 04:00:00+00,Total,30,Ferry,81549,2718,1185
2023/04/01 04:00:00+00,Total,30,The RIDE,87143,2905,1186
2023/03/01 05:00:00+00,Weekday,23,Blue Line,1031519,44849,1187
2023/03/01 05:00:00+00,Weekday,23,Orange Line,2332041,101393,1188
2023/03/01 05:00:00+00,Weekday,23,Red Line,2836598,123330,1189
2023/03/01 05:00:00+00,Weekday,23,Heavy Rail,6200158,269572,1190
2023/03/01 05:00:00+00,Weekday,23,Green Line,2664211,115835,1191
2023/03/01 05:00:00+00,Weekday,23,Mattapan Line,77555,3372,1192
2023/03/01 05:00:00+00,Weekday,23,Light Rail,2741766,119207,1193
2023/03/01 05:00:00+00,Weekday,23,Silver Line,615675,26768,1194
2023/03/01 05:00:00+00,Weekday,23,Bus,5879290,255621,1195
2023/03/01 05:00:00+00,Weekday,23,Private Bus,49329,2145,1196
2023/03/01 05:00:00+00,Weekday,23,All Bus,6544294,284535,1197
2023/03/01 05:00:00+00,Weekday,23,Commuter Rail,1889751,82163,1198
2023/03/01 05:00:00+00,Weekday,23,Ferry,63672,2768,1199
2023/03/01 05:00:00+00,Weekday,23,The RIDE,82064,3568,1200
2022/08/01 04:00:00+00,Sunday,4,Private Bus,3235,809,1201
2022/08/01 04:00:00+00,Sunday,4,All Bus,474459,118615,1202
2022/08/01 04:00:00+00,Sunday,4,Commuter Rail,74226,18556,1203
2022/08/01 04:00:00+00,Sunday,4,The RIDE,5968,1492,1204
2022/08/01 04:00:00+00,Total,31,Blue Line,1228553,39631,1205
2022/08/01 04:00:00+00,Total,31,Orange Line,1848111,59616,1206
2023/01/01 05:00:00+00,Weekday,20,Light Rail,2272984,113649,1207
2022/08/01 04:00:00+00,Total,31,Red Line,3488313,112526,1208
2022/08/01 04:00:00+00,Total,31,Heavy Rail,6564977,211773,1209
2022/08/01 04:00:00+00,Total,31,Green Line,3059510,98694,1210
2023/01/01 05:00:00+00,Weekday,20,Silver Line,505262,25263,1211
2022/08/01 04:00:00+00,Total,31,Mattapan Line,93492,3016,1212
2023/01/01 05:00:00+00,Weekday,20,Bus,4843446,242172,1213
2022/08/01 04:00:00+00,Total,31,Light Rail,3153001,101710,1214
2023/01/01 05:00:00+00,Weekday,20,Private Bus,42675,2134,1215
2022/08/01 04:00:00+00,Total,31,Silver Line,779211,25136,1216
2023/01/01 05:00:00+00,Weekday,20,All Bus,5391384,269569,1217
2022/08/01 04:00:00+00,Total,31,Bus,6287095,202810,1218
2023/01/01 05:00:00+00,Weekday,20,Commuter Rail,1640819,82041,1219
2022/08/01 04:00:00+00,Total,31,Private Bus,54961,1773,1220
2022/10/01 04:00:00+00,Total,31,Green Line,3457100,111519,1221
2023/01/01 05:00:00+00,Weekday,20,Ferry,53932,2697,1222
2022/08/01 04:00:00+00,Total,31,All Bus,7121267,229718,1223
2023/01/01 05:00:00+00,Weekday,20,The RIDE,70378,3519,1224
2022/10/01 04:00:00+00,Total,31,Mattapan Line,88654,2860,1225
2022/08/01 04:00:00+00,Total,31,Commuter Rail,1875880,60512,1226
2023/01/01 05:00:00+00,Saturday,4,Blue Line,125592,31398,1227
2022/10/01 04:00:00+00,Total,31,Light Rail,3545754,114379,1228
2022/08/01 04:00:00+00,Total,31,Ferry,113439,3659,1229
2023/01/01 05:00:00+00,Saturday,4,Orange Line,218390,54598,1230
2022/10/01 04:00:00+00,Total,31,Silver Line,758539,24469,1231
2022/08/01 04:00:00+00,Total,31,The RIDE,89273,2880,1232
2023/01/01 05:00:00+00,Saturday,4,Red Line,291091,72773,1233
2022/10/01 04:00:00+00,Total,31,Bus,6775570,218567,1234
2022/07/01 04:00:00+00,Weekday,20,Blue Line,860415,43021,1235
2023/01/01 05:00:00+00,Saturday,4,Heavy Rail,635074,158768,1236
2022/10/01 04:00:00+00,Total,31,Private Bus,58007,1871,1237
2022/07/01 04:00:00+00,Weekday,20,Orange Line,1996881,99844,1238
2022/12/01 05:00:00+00,Weekday,21,Red Line,2474876,117851,1239
2023/01/01 05:00:00+00,Saturday,4,Green Line,369912,92478,1240
2022/10/01 04:00:00+00,Total,31,All Bus,7592116,244907,1241
2022/07/01 04:00:00+00,Weekday,20,Red Line,2657985,132899,1242
2022/12/01 05:00:00+00,Weekday,21,Heavy Rail,5302281,252490,1243
2022/12/01 05:00:00+00,Total,31,Ferry,50342,1624,1244
2023/01/01 05:00:00+00,Saturday,4,Mattapan Line,5053,1263,1245
2022/10/01 04:00:00+00,Total,31,Commuter Rail,2105849,67931,1246
2022/07/01 04:00:00+00,Weekday,20,Heavy Rail,5515281,275764,1247
2022/12/01 05:00:00+00,Weekday,21,Green Line,2183221,103963,1248
2022/12/01 05:00:00+00,Total,31,The RIDE,83404,2690,1249
2022/11/01 04:00:00+00,Weekday,21,Blue Line,930128,44292,1250
2022/11/01 04:00:00+00,Weekday,21,Orange Line,2187460,104165,1251
2022/11/01 04:00:00+00,Weekday,21,Red Line,2828740,134702,1252
2022/11/01 04:00:00+00,Weekday,21,Heavy Rail,5946329,283159,1253
2022/11/01 04:00:00+00,Weekday,21,Green Line,2464968,117379,1254
2022/11/01 04:00:00+00,Weekday,21,Mattapan Line,75906,3615,1255
2022/11/01 04:00:00+00,Weekday,21,Light Rail,2540875,120994,1256
2022/11/01 04:00:00+00,Weekday,21,Silver Line,581329,27682,1257
2022/11/01 04:00:00+00,Weekday,21,Bus,5293748,252083,1258
2022/11/01 04:00:00+00,Weekday,21,Private Bus,47856,2279,1259
2022/11/01 04:00:00+00,Weekday,21,All Bus,5922933,282044,1260
2022/11/01 04:00:00+00,Weekday,21,Commuter Rail,1675246,79774,1261
2022/11/01 04:00:00+00,Weekday,21,Ferry,60994,2904,1262
2022/11/01 04:00:00+00,Weekday,21,The RIDE,72490,3452,1263
2022/11/01 04:00:00+00,Saturday,4,Blue Line,145311,36328,1264
2022/11/01 04:00:00+00,Saturday,4,Orange Line,289501,72375,1265
2022/11/01 04:00:00+00,Saturday,4,Red Line,347979,86995,1266
2022/11/01 04:00:00+00,Saturday,4,Heavy Rail,782791,195698,1267
2022/11/01 04:00:00+00,Saturday,4,Green Line,386128,96532,1268
2022/11/01 04:00:00+00,Saturday,4,Mattapan Line,5274,1318,1269
2022/11/01 04:00:00+00,Saturday,4,Light Rail,391402,97850,1270
2022/11/01 04:00:00+00,Saturday,4,Silver Line,78119,19530,1271
2022/11/01 04:00:00+00,Saturday,4,Bus,588534,147134,1272
2022/11/01 04:00:00+00,Saturday,4,Private Bus,5065,1266,1273
2022/11/01 04:00:00+00,Saturday,4,All Bus,671717,167929,1274
2022/11/01 04:00:00+00,Saturday,4,Commuter Rail,128518,32130,1275
2022/11/01 04:00:00+00,Saturday,4,The RIDE,6688,1672,1276
2022/11/01 04:00:00+00,Sunday,4,Blue Line,104901,26225,1277
2022/11/01 04:00:00+00,Sunday,4,Orange Line,204346,51086,1278
2022/11/01 04:00:00+00,Sunday,4,Red Line,247805,61951,1279
2022/11/01 04:00:00+00,Sunday,4,Heavy Rail,557053,139263,1280
2022/11/01 04:00:00+00,Sunday,4,Green Line,281833,70458,1281
2022/11/01 04:00:00+00,Sunday,4,Mattapan Line,3468,867,1282
2022/11/01 04:00:00+00,Sunday,4,Light Rail,285300,71325,1283
2022/11/01 04:00:00+00,Sunday,4,Silver Line,73769,18442,1284
2022/11/01 04:00:00+00,Sunday,4,Bus,430173,107543,1285
2022/11/01 04:00:00+00,Sunday,4,Private Bus,3492,873,1286
2022/11/01 04:00:00+00,Sunday,4,All Bus,507434,126858,1287
2022/11/01 04:00:00+00,Sunday,4,Commuter Rail,91650,22912,1288
2022/11/01 04:00:00+00,Sunday,4,The RIDE,5780,1445,1289
2022/11/01 04:00:00+00,Total,30,Blue Line,1194637,39821,1290
2022/11/01 04:00:00+00,Total,30,Orange Line,2706887,90230,1291
2022/11/01 04:00:00+00,Total,30,Red Line,3455569,115186,1292
2022/11/01 04:00:00+00,Total,30,Heavy Rail,7357093,245236,1293
2022/11/01 04:00:00+00,Total,30,Green Line,3162598,105420,1294
2022/11/01 04:00:00+00,Total,30,Mattapan Line,85444,2848,1295
2022/11/01 04:00:00+00,Total,30,Light Rail,3248042,108268,1296
2022/11/01 04:00:00+00,Total,30,Silver Line,733218,24441,1297
2022/10/01 04:00:00+00,Total,31,Ferry,79689,2571,1298
2023/01/01 05:00:00+00,Saturday,4,Light Rail,374965,93741,1299
2022/07/01 04:00:00+00,Weekday,20,Green Line,2326747,116337,1300
2022/12/01 05:00:00+00,Weekday,21,Mattapan Line,65743,3131,1301
2022/10/01 04:00:00+00,Total,31,The RIDE,89414,2884,1302
2023/01/01 05:00:00+00,Saturday,4,Silver Line,84700,21175,1303
2022/07/01 04:00:00+00,Weekday,20,Mattapan Line,70301,3515,1304
2022/12/01 05:00:00+00,Weekday,21,Light Rail,2248964,107094,1305
2022/09/01 04:00:00+00,Weekday,21,Blue Line,1013280,48251,1306
2023/01/01 05:00:00+00,Saturday,4,Bus,658938,164734,1307
2022/07/01 04:00:00+00,Weekday,20,Light Rail,2397048,119852,1308
2022/12/01 05:00:00+00,Weekday,21,Silver Line,515883,24566,1309
2022/09/01 04:00:00+00,Weekday,21,Orange Line,1184230,56392,1310
2023/01/01 05:00:00+00,Saturday,4,Private Bus,6117,1529,1311
2022/07/01 04:00:00+00,Weekday,20,Silver Line,534787,26739,1312
2022/12/01 05:00:00+00,Weekday,21,Bus,4733062,225384,1313
2022/09/01 04:00:00+00,Weekday,21,Red Line,2929320,139491,1314
2023/01/01 05:00:00+00,Saturday,4,All Bus,749755,187439,1315
2022/07/01 04:00:00+00,Weekday,20,Bus,4625947,231297,1316
2022/12/01 05:00:00+00,Weekday,21,Private Bus,44709,2129,1317
2022/09/01 04:00:00+00,Weekday,21,Heavy Rail,5126830,244135,1318
2023/01/01 05:00:00+00,Saturday,4,Commuter Rail,99480,24870,1319
2022/07/01 04:00:00+00,Weekday,20,Private Bus,42432,2122,1320
2022/12/01 05:00:00+00,Weekday,21,All Bus,5293654,252079,1321
2022/09/01 04:00:00+00,Weekday,21,Green Line,2655913,126472,1322
2023/01/01 05:00:00+00,Saturday,4,The RIDE,6840,1710,1323
2022/07/01 04:00:00+00,Weekday,20,All Bus,5203166,260158,1324
2022/12/01 05:00:00+00,Weekday,21,Commuter Rail,1541928,73425,1325
2022/09/01 04:00:00+00,Weekday,21,Mattapan Line,88529,4216,1326
2023/01/01 05:00:00+00,Sunday,5,Blue Line,112990,22598,1327
2022/07/01 04:00:00+00,Weekday,20,Commuter Rail,1352286,67614,1328
2022/12/01 05:00:00+00,Weekday,21,Ferry,48765,2322,1329
2022/09/01 04:00:00+00,Weekday,21,Light Rail,2744442,130688,1330
2023/01/01 05:00:00+00,Sunday,5,Orange Line,186112,37222,1331
2022/07/01 04:00:00+00,Weekday,20,Ferry,82336,4117,1332
2022/12/01 05:00:00+00,Weekday,21,The RIDE,69212,3296,1333
2022/09/01 04:00:00+00,Weekday,21,Silver Line,600894,28614,1334
2023/01/01 05:00:00+00,Sunday,5,Red Line,254699,50940,1335
2022/07/01 04:00:00+00,Weekday,20,The RIDE,67032,3352,1336
2022/12/01 05:00:00+00,Saturday,5,Blue Line,140983,28197,1337
2022/09/01 04:00:00+00,Weekday,21,Bus,5508602,262314,1338
2023/01/01 05:00:00+00,Sunday,5,Heavy Rail,553801,110760,1339
2022/07/01 04:00:00+00,Saturday,5,Blue Line,176821,35364,1340
2022/12/01 05:00:00+00,Saturday,5,Orange Line,277884,55577,1341
2022/09/01 04:00:00+00,Weekday,21,Private Bus,47679,2270,1342
2022/09/01 04:00:00+00,Weekday,21,All Bus,6157176,293199,1343
2022/09/01 04:00:00+00,Weekday,21,Commuter Rail,1731028,82430,1344
2022/09/01 04:00:00+00,Weekday,21,Ferry,75126,3577,1345
2022/09/01 04:00:00+00,Weekday,21,The RIDE,75614,3601,1346
2022/09/01 04:00:00+00,Saturday,4,Blue Line,158268,39567,1347
2022/09/01 04:00:00+00,Saturday,4,Orange Line,106840,26710,1348
2022/09/01 04:00:00+00,Saturday,4,Red Line,373938,93484,1349
2022/09/01 04:00:00+00,Saturday,4,Heavy Rail,639046,159762,1350
2022/09/01 04:00:00+00,Saturday,4,Green Line,416596,104149,1351
2022/09/01 04:00:00+00,Saturday,4,Mattapan Line,8552,2138,1352
2022/09/01 04:00:00+00,Saturday,4,Light Rail,425149,106287,1353
2022/09/01 04:00:00+00,Saturday,4,Silver Line,77922,19480,1354
2022/09/01 04:00:00+00,Saturday,4,Bus,619520,154880,1355
2022/09/01 04:00:00+00,Saturday,4,Private Bus,5508,1377,1356
2022/09/01 04:00:00+00,Saturday,4,All Bus,702951,175738,1357
2022/09/01 04:00:00+00,Saturday,4,Commuter Rail,118024,29506,1358
2022/09/01 04:00:00+00,Saturday,4,The RIDE,7412,1853,1359
2022/09/01 04:00:00+00,Sunday,4,Blue Line,120692,30173,1360
2022/09/01 04:00:00+00,Sunday,4,Orange Line,76276,19069,1361
2022/09/01 04:00:00+00,Sunday,4,Red Line,280764,70191,1362
2022/09/01 04:00:00+00,Sunday,4,Heavy Rail,477731,119433,1363
2022/09/01 04:00:00+00,Sunday,4,Green Line,316002,79000,1364
2022/09/01 04:00:00+00,Sunday,4,Mattapan Line,5936,1484,1365
2022/09/01 04:00:00+00,Sunday,4,Light Rail,321939,80485,1366
2022/09/01 04:00:00+00,Sunday,4,Silver Line,64970,16242,1367
2022/09/01 04:00:00+00,Sunday,4,Bus,488691,122173,1368
2022/09/01 04:00:00+00,Sunday,4,Private Bus,3725,931,1369
2022/09/01 04:00:00+00,Sunday,4,All Bus,557386,139346,1370
2022/09/01 04:00:00+00,Sunday,4,Commuter Rail,88351,22088,1371
2022/09/01 04:00:00+00,Sunday,4,The RIDE,5940,1485,1372
2023/01/01 05:00:00+00,Sunday,5,Green Line,306339,61268,1373
2022/07/01 04:00:00+00,Saturday,5,Orange Line,327036,65407,1374
2023/01/01 05:00:00+00,Sunday,5,Mattapan Line,4133,827,1375
2022/12/01 05:00:00+00,Saturday,5,Red Line,297809,59562,1376
2022/07/01 04:00:00+00,Saturday,5,Red Line,370225,74045,1377
2023/01/01 05:00:00+00,Sunday,5,Light Rail,310472,62094,1378
2022/12/01 05:00:00+00,Saturday,5,Heavy Rail,716675,143335,1379
2022/07/01 04:00:00+00,Saturday,5,Heavy Rail,874082,174816,1380
2023/01/01 05:00:00+00,Sunday,5,Silver Line,73317,14663,1381
2022/12/01 05:00:00+00,Saturday,5,Green Line,377844,75569,1382
2022/07/01 04:00:00+00,Saturday,5,Green Line,453024,90605,1383
2023/01/01 05:00:00+00,Sunday,5,Bus,455277,91055,1384
2022/12/01 05:00:00+00,Saturday,5,Mattapan Line,4140,828,1385
2022/07/01 04:00:00+00,Saturday,5,Mattapan Line,7319,1464,1386
2023/01/01 05:00:00+00,Sunday,5,Private Bus,4246,849,1387
2022/12/01 05:00:00+00,Saturday,5,Light Rail,381985,76397,1388
2022/07/01 04:00:00+00,Saturday,5,Light Rail,460343,92069,1389
2023/01/01 05:00:00+00,Sunday,5,All Bus,532841,106568,1390
2022/12/01 05:00:00+00,Saturday,5,Silver Line,87440,17488,1391
2022/07/01 04:00:00+00,Saturday,5,Silver Line,90042,18008,1392
2023/01/01 05:00:00+00,Sunday,5,Commuter Rail,83320,16664,1393
2022/12/01 05:00:00+00,Saturday,5,Bus,611800,122360,1394
2022/07/01 04:00:00+00,Saturday,5,Bus,714465,142893,1395
2023/01/01 05:00:00+00,Sunday,5,The RIDE,6480,1296,1396
2022/12/01 05:00:00+00,Saturday,5,Private Bus,5236,1047,1397
2022/07/01 04:00:00+00,Saturday,5,Private Bus,5996,1199,1398
2023/01/01 05:00:00+00,Total,31,Blue Line,1116134,36004,1399
2022/12/01 05:00:00+00,Saturday,5,All Bus,704476,140895,1400
2022/07/01 04:00:00+00,Saturday,5,All Bus,810504,162101,1401
2023/01/01 05:00:00+00,Total,31,Orange Line,2476149,79876,1402
2022/12/01 05:00:00+00,Saturday,5,Commuter Rail,126361,25272,1403
2022/07/01 04:00:00+00,Saturday,5,Commuter Rail,107927,21585,1404
2023/01/01 05:00:00+00,Total,31,Red Line,3133314,101075,1405
2022/12/01 05:00:00+00,Saturday,5,The RIDE,8445,1689,1406
2022/07/01 04:00:00+00,Saturday,5,The RIDE,8395,1679,1407
2023/01/01 05:00:00+00,Total,31,Heavy Rail,6725598,216955,1408
2022/12/01 05:00:00+00,Sunday,4,Blue Line,84800,21200,1409
2022/07/01 04:00:00+00,Sunday,5,Blue Line,143547,28709,1410
2023/01/01 05:00:00+00,Total,31,Green Line,3019775,97412,1411
2022/12/01 05:00:00+00,Sunday,4,Orange Line,167997,41999,1412
2022/07/01 04:00:00+00,Sunday,5,Orange Line,235265,47053,1413
2023/01/01 05:00:00+00,Total,31,Mattapan Line,78723,2539,1414
2022/12/01 05:00:00+00,Sunday,4,Red Line,177588,44397,1415
2022/07/01 04:00:00+00,Sunday,5,Red Line,293878,58776,1416
2023/01/01 05:00:00+00,Total,31,Light Rail,3098498,99952,1417
2022/12/01 05:00:00+00,Sunday,4,Heavy Rail,430385,107596,1418
2022/07/01 04:00:00+00,Sunday,5,Heavy Rail,672689,134538,1419
2023/01/01 05:00:00+00,Total,31,Silver Line,675591,21793,1420
2022/12/01 05:00:00+00,Sunday,4,Green Line,229721,57430,1421
2022/07/01 04:00:00+00,Sunday,5,Green Line,369409,73882,1422
2023/01/01 05:00:00+00,Total,31,Bus,6026436,194401,1423
2022/12/01 05:00:00+00,Sunday,4,Mattapan Line,1511,378,1424
2023/01/01 05:00:00+00,Total,31,Private Bus,53039,1711,1425
2022/12/01 05:00:00+00,Sunday,4,Light Rail,231232,57808,1426
2023/01/01 05:00:00+00,Total,31,All Bus,6755065,217905,1427
2022/12/01 05:00:00+00,Sunday,4,Silver Line,62632,15658,1428
2023/01/01 05:00:00+00,Total,31,Commuter Rail,1840509,59371,1429
2022/12/01 05:00:00+00,Sunday,4,Bus,366294,91574,1430
2023/01/01 05:00:00+00,Total,31,Ferry,57755,1863,1431
2022/12/01 05:00:00+00,Sunday,4,Private Bus,3120,780,1432
2023/01/01 05:00:00+00,Total,31,The RIDE,83708,2700,1433
2022/12/01 05:00:00+00,Weekday,21,Blue Line,847989,40380,1434
2022/12/01 05:00:00+00,Sunday,4,All Bus,432046,108012,1435
2022/12/01 05:00:00+00,Weekday,21,Orange Line,1979416,94258,1436
2022/12/01 05:00:00+00,Sunday,4,Commuter Rail,70967,17742,1437
2022/12/01 05:00:00+00,Sunday,4,The RIDE,5740,1435,1438
2022/12/01 05:00:00+00,Total,31,Blue Line,1096139,35359,1439
2022/12/01 05:00:00+00,Total,31,Orange Line,2466131,79553,1440
2022/12/01 05:00:00+00,Total,31,Red Line,2993597,96568,1441
2022/12/01 05:00:00+00,Total,31,Heavy Rail,6555867,211480,1442
2022/12/01 05:00:00+00,Total,31,Green Line,2839842,91608,1443
2022/12/01 05:00:00+00,Total,31,Mattapan Line,72638,2343,1444
2022/12/01 05:00:00+00,Total,31,Light Rail,2912480,93951,1445
2022/12/01 05:00:00+00,Total,31,Silver Line,673921,21739,1446
2022/12/01 05:00:00+00,Total,31,Bus,5750635,185504,1447
2022/12/01 05:00:00+00,Total,31,Private Bus,53065,1712,1448
2022/12/01 05:00:00+00,Total,31,All Bus,6477621,208956,1449
2022/12/01 05:00:00+00,Total,31,Commuter Rail,1752446,56531,1450
2022/09/01 04:00:00+00,Total,30,Blue Line,1317882,43929,1451
2022/09/01 04:00:00+00,Total,30,Orange Line,1375056,45835,1452
2022/09/01 04:00:00+00,Total,30,Red Line,3637251,121242,1453
2022/09/01 04:00:00+00,Total,30,Heavy Rail,6330189,211006,1454
2022/09/01 04:00:00+00,Total,30,Green Line,3454280,115143,1455
2022/09/01 04:00:00+00,Total,30,Mattapan Line,104519,3484,1456
2022/09/01 04:00:00+00,Total,30,Light Rail,3558798,118627,1457
2022/09/01 04:00:00+00,Total,30,Silver Line,743786,24793,1458
2022/09/01 04:00:00+00,Total,30,Bus,6616814,220560,1459
2022/09/01 04:00:00+00,Total,30,Private Bus,50750,1692,1460
2022/09/01 04:00:00+00,Total,30,All Bus,7411350,247045,1461
2022/09/01 04:00:00+00,Total,30,Commuter Rail,1955305,65177,1462
2022/09/01 04:00:00+00,Total,30,Ferry,92489,3083,1463
2022/09/01 04:00:00+00,Total,30,The RIDE,88976,2966,1464
2022/08/01 04:00:00+00,Weekday,23,Blue Line,971488,42239,1465
2022/08/01 04:00:00+00,Weekday,23,Orange Line,1565944,68085,1466
2022/08/01 04:00:00+00,Weekday,23,Red Line,2882976,125347,1467
2022/08/01 04:00:00+00,Weekday,23,Heavy Rail,5420408,235670,1468
2022/08/01 04:00:00+00,Weekday,23,Green Line,2432333,105754,1469
2022/08/01 04:00:00+00,Weekday,23,Mattapan Line,79701,3465,1470
2022/08/01 04:00:00+00,Weekday,23,Light Rail,2512034,109219,1471
2022/08/01 04:00:00+00,Weekday,23,Silver Line,631876,27473,1472
2022/08/01 04:00:00+00,Weekday,23,Bus,5297690,230334,1473
2022/08/01 04:00:00+00,Weekday,23,Private Bus,46742,2032,1474
2022/08/01 04:00:00+00,Weekday,23,All Bus,5976308,259839,1475
2022/08/01 04:00:00+00,Weekday,23,Commuter Rail,1717271,74664,1476
2022/08/01 04:00:00+00,Weekday,23,Ferry,91008,3957,1477
2022/08/01 04:00:00+00,Weekday,23,The RIDE,76245,3315,1478
2022/08/01 04:00:00+00,Saturday,4,Blue Line,142885,35721,1479
2022/08/01 04:00:00+00,Saturday,4,Orange Line,161678,40420,1480
2022/08/01 04:00:00+00,Saturday,4,Red Line,339688,84922,1481
2022/08/01 04:00:00+00,Saturday,4,Heavy Rail,644251,161063,1482
2022/08/01 04:00:00+00,Saturday,4,Green Line,351695,87924,1483
2022/08/01 04:00:00+00,Saturday,4,Mattapan Line,8014,2004,1484
2022/08/01 04:00:00+00,Saturday,4,Light Rail,359710,89928,1485
2022/08/01 04:00:00+00,Saturday,4,Silver Line,79165,19791,1486
2022/08/01 04:00:00+00,Saturday,4,Bus,586350,146588,1487
2022/08/01 04:00:00+00,Saturday,4,Private Bus,5066,1266,1488
2022/08/01 04:00:00+00,Saturday,4,All Bus,670582,167646,1489
2022/08/01 04:00:00+00,Saturday,4,Commuter Rail,84383,21096,1490
2022/08/01 04:00:00+00,Saturday,4,The RIDE,7044,1761,1491
2022/08/01 04:00:00+00,Sunday,4,Blue Line,114180,28545,1492
2022/08/01 04:00:00+00,Sunday,4,Orange Line,120488,30122,1493
2022/08/01 04:00:00+00,Sunday,4,Red Line,265649,66412,1494
2022/08/01 04:00:00+00,Sunday,4,Heavy Rail,500318,125080,1495
2022/08/01 04:00:00+00,Sunday,4,Green Line,275482,68870,1496
2022/08/01 04:00:00+00,Sunday,4,Mattapan Line,5776,1444,1497
2022/08/01 04:00:00+00,Sunday,4,Light Rail,281258,70314,1498
2022/08/01 04:00:00+00,Sunday,4,Silver Line,68170,17042,1499
2022/08/01 04:00:00+00,Sunday,4,Bus,403054,100764,1500
2022/07/01 04:00:00+00,Sunday,5,Mattapan Line,6621,1324,1501
2022/07/01 04:00:00+00,Sunday,5,Light Rail,376029,75206,1502
2022/07/01 04:00:00+00,Sunday,5,Silver Line,97114,19423,1503
2022/07/01 04:00:00+00,Sunday,5,Bus,584707,116941,1504
2022/07/01 04:00:00+00,Sunday,5,Private Bus,3698,740,1505
2022/07/01 04:00:00+00,Sunday,5,All Bus,685520,137104,1506
2022/07/01 04:00:00+00,Sunday,5,Commuter Rail,94041,18808,1507
2022/07/01 04:00:00+00,Sunday,5,The RIDE,7040,1408,1508
2022/07/01 04:00:00+00,Total,31,Blue Line,1208003,38968,1509
2022/07/01 04:00:00+00,Total,31,Orange Line,2611221,84233,1510
2022/07/01 04:00:00+00,Total,31,Red Line,3391153,109392,1511
2022/07/01 04:00:00+00,Total,31,Heavy Rail,7210376,232593,1512
2022/07/01 04:00:00+00,Total,31,Green Line,3226221,104072,1513
2022/07/01 04:00:00+00,Total,31,Mattapan Line,85648,2763,1514
2022/07/01 04:00:00+00,Total,31,Light Rail,3311869,106834,1515
2022/07/01 04:00:00+00,Total,31,Silver Line,721943,23288,1516
2022/07/01 04:00:00+00,Total,31,Bus,5925119,191133,1517
2022/07/01 04:00:00+00,Total,31,Private Bus,52127,1682,1518
2022/07/01 04:00:00+00,Total,31,All Bus,6699189,216103,1519
2022/07/01 04:00:00+00,Total,31,Commuter Rail,1554254,50137,1520
2022/07/01 04:00:00+00,Total,31,Ferry,109055,3518,1521
2022/07/01 04:00:00+00,Total,31,The RIDE,82467,2660,1522
2022/06/01 04:00:00+00,Weekday,22,Blue Line,919814,41810,1523
2022/06/01 04:00:00+00,Weekday,22,Orange Line,2389392,108609,1524
2022/06/01 04:00:00+00,Weekday,22,Red Line,2856478,129840,1525
2022/06/01 04:00:00+00,Weekday,22,Heavy Rail,6165684,280258,1526
2022/06/01 04:00:00+00,Weekday,22,Green Line,2176675,98940,1527
